original_split,row_index,new_split,filename,speaker_id,region,province
train,143,train,11_0144.wav,spk_11_0089,North,11
train,144,train,11_0145.wav,spk_11_0089,North,11
train,145,train,11_0146.wav,spk_11_0089,North,11
train,146,train,11_0147.wav,spk_11_0090,North,11
train,147,train,11_0148.wav,spk_11_0090,North,11
train,148,train,11_0149.wav,spk_11_0090,North,11
train,149,train,11_0150.wav,spk_11_0090,North,11
train,150,train,11_0151.wav,spk_11_0091,North,11
train,151,train,11_0152.wav,spk_11_0091,North,11
train,152,train,11_0153.wav,spk_11_0091,North,11
train,153,train,11_0154.wav,spk_11_0091,North,11
train,154,train,11_0155.wav,spk_11_0091,North,11
train,155,train,11_0156.wav,spk_11_0092,North,11
train,156,train,11_0157.wav,spk_11_0092,North,11
train,157,train,11_0158.wav,spk_11_0093,North,11
train,158,train,11_0159.wav,spk_11_0093,North,11
train,159,train,11_0160.wav,spk_11_0093,North,11
train,160,train,11_0161.wav,spk_11_0093,North,11
train,161,train,11_0162.wav,spk_11_0093,North,11
train,162,train,11_0163.wav,spk_11_0093,North,11
train,163,train,11_0164.wav,spk_11_0093,North,11
train,164,train,11_0165.wav,spk_11_0093,North,11
train,165,train,11_0166.wav,spk_11_0093,North,11
train,166,train,11_0167.wav,spk_11_0094,North,11
train,167,train,11_0168.wav,spk_11_0094,North,11
train,168,train,11_0169.wav,spk_11_0094,North,11
train,169,train,11_0170.wav,spk_11_0094,North,11
train,170,train,11_0171.wav,spk_11_0095,North,11
train,171,train,11_0172.wav,spk_11_0095,North,11
train,172,train,11_0173.wav,spk_11_0095,North,11
train,173,train,11_0174.wav,spk_11_0096,North,11
train,174,train,11_0175.wav,spk_11_0096,North,11
train,175,train,11_0176.wav,spk_11_0096,North,11
train,176,train,11_0177.wav,spk_11_0097,North,11
train,177,train,11_0178.wav,spk_11_0098,North,11
train,178,train,11_0179.wav,spk_11_0098,North,11
train,179,train,11_0180.wav,spk_11_0098,North,11
train,180,train,11_0181.wav,spk_11_0098,North,11
train,181,train,11_0182.wav,spk_11_0098,North,11
train,182,train,11_0183.wav,spk_11_0099,North,11
train,183,train,11_0184.wav,spk_11_0099,North,11
train,184,train,11_0185.wav,spk_11_0099,North,11
train,185,train,11_0186.wav,spk_11_0100,North,11
train,186,train,11_0187.wav,spk_11_0100,North,11
train,187,train,11_0188.wav,spk_11_0101,North,11
train,188,train,11_0189.wav,spk_11_0101,North,11
train,189,train,11_0190.wav,spk_11_0101,North,11
train,190,train,11_0191.wav,spk_11_0102,North,11
train,191,train,11_0192.wav,spk_11_0102,North,11
train,192,train,11_0193.wav,spk_11_0102,North,11
train,193,train,11_0194.wav,spk_11_0103,North,11
train,194,train,11_0195.wav,spk_11_0103,North,11
train,195,train,11_0196.wav,spk_11_0103,North,11
train,196,train,11_0197.wav,spk_11_0103,North,11
train,197,train,11_0198.wav,spk_11_0104,North,11
train,198,train,11_0199.wav,spk_11_0104,North,11
train,199,train,11_0200.wav,spk_11_0104,North,11
train,200,train,11_0201.wav,spk_11_0104,North,11
train,201,train,11_0202.wav,spk_11_0105,North,11
train,202,train,11_0203.wav,spk_11_0105,North,11
train,203,train,11_0204.wav,spk_11_0105,North,11
train,204,train,11_0205.wav,spk_11_0106,North,11
train,205,train,11_0206.wav,spk_11_0106,North,11
train,206,train,11_0207.wav,spk_11_0106,North,11
train,207,train,11_0208.wav,spk_11_0106,North,11
train,208,train,11_0209.wav,spk_11_0107,North,11
train,209,train,11_0210.wav,spk_11_0107,North,11
train,210,train,11_0211.wav,spk_11_0107,North,11
train,211,train,11_0212.wav,spk_11_0108,North,11
train,212,train,11_0213.wav,spk_11_0108,North,11
train,213,train,11_0214.wav,spk_11_0108,North,11
train,214,train,11_0215.wav,spk_11_0109,North,11
train,215,train,11_0216.wav,spk_11_0109,North,11
train,216,train,11_0217.wav,spk_11_0109,North,11
train,217,train,11_0218.wav,spk_11_0109,North,11
train,218,train,11_0219.wav,spk_11_0109,North,11
train,219,train,11_0220.wav,spk_11_0110,North,11
train,220,train,11_0221.wav,spk_11_0110,North,11
train,221,train,11_0222.wav,spk_11_0110,North,11
train,222,train,11_0223.wav,spk_11_0110,North,11
train,223,train,11_0224.wav,spk_11_0111,North,11
train,224,train,11_0225.wav,spk_11_0111,North,11
train,225,train,11_0226.wav,spk_11_0111,North,11
train,226,train,11_0227.wav,spk_11_0112,North,11
train,227,train,11_0228.wav,spk_11_0112,North,11
train,228,train,11_0229.wav,spk_11_0112,North,11
train,229,train,11_0230.wav,spk_11_0113,North,11
train,230,train,11_0231.wav,spk_11_0113,North,11
train,231,train,11_0232.wav,spk_11_0113,North,11
train,232,train,11_0233.wav,spk_11_0113,North,11
train,233,train,11_0234.wav,spk_11_0114,North,11
train,234,train,11_0235.wav,spk_11_0114,North,11
train,235,train,11_0236.wav,spk_11_0114,North,11
train,236,train,11_0237.wav,spk_11_0115,North,11
train,237,train,11_0238.wav,spk_11_0115,North,11
train,238,train,11_0239.wav,spk_11_0115,North,11
train,239,train,11_0240.wav,spk_11_0115,North,11
train,240,train,11_0241.wav,spk_11_0116,North,11
train,241,train,11_0242.wav,spk_11_0116,North,11
train,242,train,11_0243.wav,spk_11_0116,North,11
train,243,train,11_0244.wav,spk_11_0117,North,11
train,244,train,11_0245.wav,spk_11_0117,North,11
train,245,train,11_0246.wav,spk_11_0117,North,11
train,246,train,11_0247.wav,spk_11_0117,North,11
train,247,train,11_0248.wav,spk_11_0117,North,11
train,248,train,11_0249.wav,spk_11_0118,North,11
train,249,train,11_0250.wav,spk_11_0118,North,11
train,250,train,11_0251.wav,spk_11_0118,North,11
train,251,train,11_0252.wav,spk_11_0118,North,11
train,252,train,11_0253.wav,spk_11_0119,North,11
train,253,train,11_0254.wav,spk_11_0119,North,11
train,254,train,11_0255.wav,spk_11_0119,North,11
train,255,train,11_0256.wav,spk_11_0120,North,11
train,256,train,11_0257.wav,spk_11_0120,North,11
train,257,train,11_0258.wav,spk_11_0121,North,11
train,258,train,11_0259.wav,spk_11_0121,North,11
train,259,train,11_0260.wav,spk_11_0122,North,11
train,260,train,11_0261.wav,spk_11_0122,North,11
train,261,train,11_0262.wav,spk_11_0123,North,11
train,262,train,11_0263.wav,spk_11_0123,North,11
train,263,train,11_0264.wav,spk_11_0123,North,11
train,264,train,11_0265.wav,spk_11_0124,North,11
train,265,train,11_0266.wav,spk_11_0124,North,11
train,266,train,11_0267.wav,spk_11_0125,North,11
train,267,train,11_0268.wav,spk_11_0126,North,11
train,268,train,11_0269.wav,spk_11_0126,North,11
train,269,train,11_0270.wav,spk_11_0127,North,11
train,270,train,11_0271.wav,spk_11_0127,North,11
train,271,train,11_0272.wav,spk_11_0128,North,11
train,272,train,11_0273.wav,spk_11_0128,North,11
train,273,train,11_0281.wav,spk_11_0133,North,11
train,274,train,11_0282.wav,spk_11_0133,North,11
train,275,train,11_0283.wav,spk_11_0133,North,11
train,276,train,11_0284.wav,spk_11_0134,North,11
train,277,train,11_0285.wav,spk_11_0134,North,11
train,278,train,11_0286.wav,spk_11_0134,North,11
train,279,train,11_0287.wav,spk_11_0135,North,11
train,280,train,11_0288.wav,spk_11_0135,North,11
train,281,train,11_0289.wav,spk_11_0135,North,11
train,282,train,11_0300.wav,spk_11_0139,North,11
train,283,train,11_0301.wav,spk_11_0139,North,11
train,284,train,11_0315.wav,spk_11_0145,North,11
train,285,train,11_0316.wav,spk_11_0145,North,11
train,286,train,11_0317.wav,spk_11_0145,North,11
train,287,train,12_0001.wav,spk_12_0001,North,12
train,288,train,12_0002.wav,spk_12_0002,North,12
train,289,train,12_0003.wav,spk_12_0003,North,12
train,290,train,12_0004.wav,spk_12_0003,North,12
train,291,train,12_0005.wav,spk_12_0004,North,12
train,292,train,12_0006.wav,spk_12_0004,North,12
train,293,train,12_0007.wav,spk_12_0004,North,12
train,294,train,12_0008.wav,spk_12_0004,North,12
train,295,train,12_0009.wav,spk_12_0005,North,12
train,296,train,12_0010.wav,spk_12_0006,North,12
train,297,train,12_0011.wav,spk_12_0007,North,12
train,298,train,12_0012.wav,spk_12_0007,North,12
train,299,train,12_0013.wav,spk_12_0008,North,12
train,300,train,12_0014.wav,spk_12_0009,North,12
train,301,train,12_0015.wav,spk_12_0010,North,12
train,302,train,12_0016.wav,spk_12_0011,North,12
train,303,train,12_0017.wav,spk_12_0012,North,12
train,304,train,12_0018.wav,spk_12_0013,North,12
train,305,train,12_0019.wav,spk_12_0013,North,12
train,306,train,12_0020.wav,spk_12_0014,North,12
train,307,train,12_0021.wav,spk_12_0015,North,12
train,308,train,12_0022.wav,spk_12_0015,North,12
train,309,train,12_0023.wav,spk_12_0016,North,12
train,310,train,12_0024.wav,spk_12_0016,North,12
train,311,train,12_0025.wav,spk_12_0017,North,12
train,312,train,12_0026.wav,spk_12_0018,North,12
train,313,train,12_0027.wav,spk_12_0019,North,12
train,314,train,12_0028.wav,spk_12_0019,North,12
train,315,train,12_0029.wav,spk_12_0020,North,12
train,316,train,12_0030.wav,spk_12_0020,North,12
train,317,train,12_0031.wav,spk_12_0021,North,12
train,318,train,12_0032.wav,spk_12_0021,North,12
train,319,train,12_0033.wav,spk_12_0022,North,12
train,320,train,12_0034.wav,spk_12_0023,North,12
train,321,train,12_0035.wav,spk_12_0023,North,12
train,322,train,12_0036.wav,spk_12_0024,North,12
train,323,train,12_0037.wav,spk_12_0025,North,12
train,324,train,12_0038.wav,spk_12_0026,North,12
train,325,train,12_0039.wav,spk_12_0026,North,12
train,326,train,12_0040.wav,spk_12_0027,North,12
train,327,train,12_0041.wav,spk_12_0028,North,12
train,328,train,12_0042.wav,spk_12_0029,North,12
train,329,train,12_0043.wav,spk_12_0030,North,12
train,330,train,12_0044.wav,spk_12_0031,North,12
train,331,train,12_0045.wav,spk_12_0031,North,12
train,332,train,12_0046.wav,spk_12_0032,North,12
train,333,train,12_0047.wav,spk_12_0033,North,12
train,334,train,12_0048.wav,spk_12_0034,North,12
train,335,train,12_0049.wav,spk_12_0034,North,12
train,336,train,12_0050.wav,spk_12_0034,North,12
train,337,train,12_0051.wav,spk_12_0034,North,12
train,338,train,12_0052.wav,spk_12_0035,North,12
train,339,train,12_0053.wav,spk_12_0035,North,12
train,340,train,12_0054.wav,spk_12_0036,North,12
train,341,train,12_0055.wav,spk_12_0036,North,12
train,342,train,12_0056.wav,spk_12_0037,North,12
train,343,train,12_0057.wav,spk_12_0037,North,12
train,344,train,12_0058.wav,spk_12_0038,North,12
train,345,train,12_0059.wav,spk_12_0039,North,12
train,346,train,12_0060.wav,spk_12_0040,North,12
train,347,train,12_0061.wav,spk_12_0040,North,12
train,348,train,12_0062.wav,spk_12_0040,North,12
train,349,train,12_0063.wav,spk_12_0041,North,12
train,350,train,12_0064.wav,spk_12_0042,North,12
train,351,train,12_0065.wav,spk_12_0043,North,12
train,352,train,12_0066.wav,spk_12_0044,North,12
train,353,train,12_0067.wav,spk_12_0045,North,12
train,354,train,12_0068.wav,spk_12_0045,North,12
train,355,train,12_0069.wav,spk_12_0046,North,12
train,356,train,12_0070.wav,spk_12_0046,North,12
train,357,train,12_0071.wav,spk_12_0047,North,12
train,358,train,12_0072.wav,spk_12_0048,North,12
train,359,train,12_0073.wav,spk_12_0048,North,12
train,360,train,12_0074.wav,spk_12_0049,North,12
train,361,train,12_0075.wav,spk_12_0050,North,12
train,362,train,12_0076.wav,spk_12_0050,North,12
train,363,train,12_0077.wav,spk_12_0051,North,12
train,364,train,12_0078.wav,spk_12_0052,North,12
train,365,train,12_0079.wav,spk_12_0052,North,12
train,366,train,12_0080.wav,spk_12_0053,North,12
train,367,train,12_0081.wav,spk_12_0054,North,12
train,368,train,12_0082.wav,spk_12_0054,North,12
train,369,train,12_0083.wav,spk_12_0054,North,12
train,370,train,12_0084.wav,spk_12_0055,North,12
train,371,train,12_0085.wav,spk_12_0055,North,12
train,372,train,12_0086.wav,spk_12_0056,North,12
train,373,train,12_0087.wav,spk_12_0056,North,12
train,374,train,12_0088.wav,spk_12_0056,North,12
train,375,train,12_0089.wav,spk_12_0057,North,12
train,376,train,12_0090.wav,spk_12_0057,North,12
train,377,train,12_0091.wav,spk_12_0058,North,12
train,378,train,12_0092.wav,spk_12_0059,North,12
train,379,train,12_0093.wav,spk_12_0059,North,12
train,380,train,12_0094.wav,spk_12_0060,North,12
train,381,train,12_0095.wav,spk_12_0061,North,12
train,382,train,12_0096.wav,spk_12_0061,North,12
train,383,train,12_0097.wav,spk_12_0062,North,12
train,384,train,12_0098.wav,spk_12_0063,North,12
train,385,train,12_0099.wav,spk_12_0063,North,12
train,386,train,12_0100.wav,spk_12_0064,North,12
train,387,train,12_0101.wav,spk_12_0064,North,12
train,388,train,12_0102.wav,spk_12_0065,North,12
train,389,train,12_0103.wav,spk_12_0066,North,12
train,390,train,12_0104.wav,spk_12_0066,North,12
train,391,train,12_0105.wav,spk_12_0067,North,12
train,392,train,12_0106.wav,spk_12_0067,North,12
train,393,train,12_0107.wav,spk_12_0068,North,12
train,394,train,12_0108.wav,spk_12_0068,North,12
train,395,train,12_0109.wav,spk_12_0068,North,12
train,396,train,12_0110.wav,spk_12_0068,North,12
train,397,train,12_0111.wav,spk_12_0069,North,12
train,398,train,12_0112.wav,spk_12_0069,North,12
train,399,train,12_0113.wav,spk_12_0070,North,12
train,400,train,12_0114.wav,spk_12_0070,North,12
train,401,train,12_0115.wav,spk_12_0070,North,12
train,402,train,12_0116.wav,spk_12_0071,North,12
train,403,train,12_0117.wav,spk_12_0072,North,12
train,404,train,12_0118.wav,spk_12_0072,North,12
train,405,train,12_0119.wav,spk_12_0073,North,12
train,406,train,12_0120.wav,spk_12_0074,North,12
train,407,train,12_0121.wav,spk_12_0074,North,12
train,408,train,12_0122.wav,spk_12_0075,North,12
train,409,train,12_0123.wav,spk_12_0076,North,12
train,410,train,12_0124.wav,spk_12_0077,North,12
train,411,train,12_0125.wav,spk_12_0078,North,12
train,412,train,12_0126.wav,spk_12_0078,North,12
train,413,train,12_0127.wav,spk_12_0079,North,12
train,414,train,12_0128.wav,spk_12_0080,North,12
train,415,train,12_0129.wav,spk_12_0080,North,12
train,416,train,12_0130.wav,spk_12_0080,North,12
train,417,train,12_0131.wav,spk_12_0081,North,12
train,418,train,12_0132.wav,spk_12_0082,North,12
train,419,train,12_0133.wav,spk_12_0082,North,12
train,420,train,12_0134.wav,spk_12_0082,North,12
train,421,train,12_0135.wav,spk_12_0082,North,12
train,422,train,12_0136.wav,spk_12_0083,North,12
train,423,train,12_0137.wav,spk_12_0083,North,12
train,424,train,12_0138.wav,spk_12_0083,North,12
train,425,train,12_0139.wav,spk_12_0084,North,12
train,426,train,12_0140.wav,spk_12_0085,North,12
train,427,train,12_0141.wav,spk_12_0086,North,12
train,428,train,12_0142.wav,spk_12_0087,North,12
train,429,train,12_0143.wav,spk_12_0087,North,12
train,430,train,12_0144.wav,spk_12_0088,North,12
train,431,train,12_0145.wav,spk_12_0089,North,12
train,432,train,12_0146.wav,spk_12_0090,North,12
train,433,train,12_0147.wav,spk_12_0091,North,12
train,434,train,12_0148.wav,spk_12_0092,North,12
train,435,train,12_0149.wav,spk_12_0093,North,12
train,436,train,12_0150.wav,spk_12_0094,North,12
train,437,train,12_0151.wav,spk_12_0094,North,12
train,438,train,12_0152.wav,spk_12_0094,North,12
train,439,train,12_0153.wav,spk_12_0094,North,12
train,440,train,12_0154.wav,spk_12_0094,North,12
train,441,train,12_0155.wav,spk_12_0095,North,12
train,442,train,12_0156.wav,spk_12_0095,North,12
train,443,train,12_0157.wav,spk_12_0095,North,12
train,444,train,12_0158.wav,spk_12_0095,North,12
train,445,train,12_0159.wav,spk_12_0096,North,12
train,446,train,12_0160.wav,spk_12_0097,North,12
train,447,train,12_0161.wav,spk_12_0097,North,12
train,448,train,12_0162.wav,spk_12_0098,North,12
train,449,train,12_0163.wav,spk_12_0099,North,12
train,450,train,12_0164.wav,spk_12_0099,North,12
train,451,train,12_0165.wav,spk_12_0099,North,12
train,452,train,12_0166.wav,spk_12_0100,North,12
train,453,train,12_0167.wav,spk_12_0101,North,12
train,454,train,12_0168.wav,spk_12_0102,North,12
train,455,train,12_0169.wav,spk_12_0103,North,12
train,456,train,12_0170.wav,spk_12_0103,North,12
train,457,train,12_0171.wav,spk_12_0103,North,12
train,458,train,12_0172.wav,spk_12_0103,North,12
train,459,train,12_0173.wav,spk_12_0104,North,12
train,460,train,12_0174.wav,spk_12_0104,North,12
train,461,train,12_0175.wav,spk_12_0104,North,12
train,462,train,12_0176.wav,spk_12_0105,North,12
train,463,train,12_0177.wav,spk_12_0105,North,12
train,464,train,12_0178.wav,spk_12_0106,North,12
train,465,train,12_0179.wav,spk_12_0106,North,12
train,466,train,12_0180.wav,spk_12_0106,North,12
train,467,train,12_0181.wav,spk_12_0107,North,12
train,468,train,12_0182.wav,spk_12_0107,North,12
train,469,train,12_0183.wav,spk_12_0108,North,12
train,470,train,12_0184.wav,spk_12_0109,North,12
train,471,train,12_0185.wav,spk_12_0110,North,12
train,472,train,12_0186.wav,spk_12_0111,North,12
train,473,train,12_0187.wav,spk_12_0112,North,12
train,474,train,12_0188.wav,spk_12_0113,North,12
train,475,train,12_0189.wav,spk_12_0113,North,12
train,476,train,12_0190.wav,spk_12_0114,North,12
train,477,train,12_0191.wav,spk_12_0114,North,12
train,478,train,12_0192.wav,spk_12_0114,North,12
train,479,train,12_0193.wav,spk_12_0115,North,12
train,480,train,12_0194.wav,spk_12_0115,North,12
train,481,train,12_0195.wav,spk_12_0115,North,12
train,482,train,12_0196.wav,spk_12_0115,North,12
train,483,train,12_0197.wav,spk_12_0116,North,12
train,484,train,12_0198.wav,spk_12_0116,North,12
train,485,train,12_0199.wav,spk_12_0117,North,12
train,486,train,12_0200.wav,spk_12_0117,North,12
train,487,train,12_0201.wav,spk_12_0118,North,12
train,488,train,12_0202.wav,spk_12_0118,North,12
train,489,train,12_0203.wav,spk_12_0119,North,12
train,490,train,12_0204.wav,spk_12_0120,North,12
train,491,train,12_0205.wav,spk_12_0121,North,12
train,492,train,12_0206.wav,spk_12_0122,North,12
train,493,train,12_0207.wav,spk_12_0123,North,12
train,494,train,12_0208.wav,spk_12_0123,North,12
train,495,train,12_0209.wav,spk_12_0124,North,12
train,496,train,12_0210.wav,spk_12_0124,North,12
train,497,train,12_0211.wav,spk_12_0125,North,12
train,498,train,12_0212.wav,spk_12_0126,North,12
train,499,train,12_0213.wav,spk_12_0126,North,12
train,500,train,12_0214.wav,spk_12_0127,North,12
train,501,train,12_0215.wav,spk_12_0127,North,12
train,502,train,12_0216.wav,spk_12_0128,North,12
train,503,train,12_0217.wav,spk_12_0128,North,12
train,504,train,12_0218.wav,spk_12_0129,North,12
train,505,train,12_0219.wav,spk_12_0129,North,12
train,506,train,12_0220.wav,spk_12_0130,North,12
train,507,train,12_0221.wav,spk_12_0130,North,12
train,508,train,12_0222.wav,spk_12_0131,North,12
train,509,train,12_0223.wav,spk_12_0131,North,12
train,510,train,12_0224.wav,spk_12_0131,North,12
train,511,train,12_0225.wav,spk_12_0132,North,12
train,512,train,12_0226.wav,spk_12_0133,North,12
train,513,train,12_0227.wav,spk_12_0133,North,12
train,514,train,12_0235.wav,spk_12_0138,North,12
train,515,train,12_0236.wav,spk_12_0139,North,12
train,516,train,12_0237.wav,spk_12_0139,North,12
train,517,train,12_0244.wav,spk_12_0143,North,12
train,518,train,12_0245.wav,spk_12_0143,North,12
train,519,train,12_0246.wav,spk_12_0144,North,12
train,520,train,12_0247.wav,spk_12_0144,North,12
train,521,train,12_0248.wav,spk_12_0145,North,12
train,522,train,12_0249.wav,spk_12_0146,North,12
train,523,train,12_0250.wav,spk_12_0146,North,12
train,524,train,12_0251.wav,spk_12_0147,North,12
train,525,train,12_0252.wav,spk_12_0148,North,12
train,526,train,12_0253.wav,spk_12_0148,North,12
train,527,train,14_0001.wav,spk_14_0001,North,14
train,528,train,14_0002.wav,spk_14_0002,North,14
train,529,train,14_0003.wav,spk_14_0003,North,14
train,530,train,14_0004.wav,spk_14_0004,North,14
train,531,train,14_0005.wav,spk_14_0005,North,14
train,532,train,14_0006.wav,spk_14_0006,North,14
train,533,train,14_0007.wav,spk_14_0007,North,14
train,534,train,14_0008.wav,spk_14_0008,North,14
train,535,train,14_0009.wav,spk_14_0009,North,14
